0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95
9;10004;000000000000000000000000000000000000800003C07E0180000000211F;5B108C81000E9344;00FB2D99;        ;      ;      ;20101;  ;  ;  ;  ;05;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E57;01;        ;  ;        ;  ;        ;  ;        ;  ;4;074E4F2052454144000000;0343484C00000000640000;01284883;0F;DDF3375FC0FBE0193030AE6C3365B0AB56553030C636CCA3F10EB454303037BF5827D6F15A9D3030000000000000000000000000000000000000000000000000000000000000;;;;;;;        ;0089089D;000005D2;000006A4;00001180;;;;;;;;;;;;;;;;;;;;;;E0E3D51F4A51F8CE3030
9;10000;000000000000000000000000000000000000800003C07E0000000000211F;5B108C810005FD06;00FB2D9A;        ;      ;      ;20101;  ;  ;  ;  ;04;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;33;074E4F2052454144000000;0343484C00000000640000;01284884;0F;841D3588EBB035BE3030E3F6E9068E6F453A3030C0EA059BAB941EEB3030EFE4D8525A67D03E3030000000000000000000000000000000000000000000000000000000000000;;;;;;;        ;0089089E;00001018;00000A28;0000488A;;;;;;;;;;;;;;;;;;;;;;2668CB9F3E26BDF43030
5;1;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108C8500025BF2;00FB2D9B;38C10002;724002;000201;20101;01;07;00;07;  ;;;;;;;;;;;;;;;;;;;061500060000;000001C9;00000002;0005;01;666C34F6;000000000000;01;03AE;CD68BC79;5B108C85;6F;254B3D1E;254B3D1E;00;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722E5A;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;C0BEA829F56BB6CC3030
5;0;000000000000000000000000000000000000800003C0000180000000211F;5B108C850005ED34;00FB2D9C;        ;      ;      ;20101;  ;  ;  ;  ;03;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E59;01;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;        ;0089089F;000005F0;000006E0;00000ED8;;;;;;;;;;;;;;;;;;;;;;33ABECB4FBB515503030
5;0;000000000000000000000000000000000000800003C0000180000000211F;5B108C85000EB395;00FB2D9D;        ;      ;      ;20101;  ;  ;  ;  ;05;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E5A;01;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;        ;008908A0;000006E0;000006F4;0000114E;;;;;;;;;;;;;;;;;;;;;;85D269C31CF03F423030
5;1;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108C860009CA76;00FB2D9E;38C10003;724002;000201;20101;01;07;00;07;  ;;;;;;;;;;;;;;;;;;;061500060000;000001C9;00000001;0005;01;771990FC;000000000000;01;022D;2BDD89F9;5B108C86;73;56AAD46A;56AAD46A;00;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722E5B;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;19302F04C2047A5B3030
5;1;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108C86000CE33F;00FB2D9F;38C10003;724002;000201;20101;01;07;00;27;  ;;;;;;;;;;;;;;;;;;;700100030000;000001C9;00000003;0009;01;110E01D4;000000000000;23;0812;7166EA5E;5B108C86;73;E94D67BA;E94D67BA;00;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722E5C;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;5BD1E60B74D1A7C73030
9;10000;000000000000000000000000000000000000800003C07E0000000000211F;5B108C84000369F3;00FB2DA0;        ;      ;      ;20101;  ;  ;  ;  ;02;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;34;074E4F2052454144000000;0343484C00000000620000;01284885;0F;3B37E389EAE1D1CD3030D69E730A896E1C7330307C03EA984BA68A2D3030D4ABFD45A429F7473030000000000000000000000000000000000000000000000000000000000000;;;;;;;        ;008908A1;00000D70;00000A0A;00002DB4;;;;;;;;;;;;;;;;;;;;;;2B4AB73A472E01203030
5;0;000000000000000000000000000000000000800003C0000180000000211F;5B108C87000692B4;00FB2DA1;        ;      ;      ;20101;  ;  ;  ;  ;05;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E5B;01;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;        ;008908A2;000006EA;0000079E;0000131A;;;;;;;;;;;;;;;;;;;;;;862E093190F680733030
5;1;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108C880008D2F8;00FB2DA2;38C10004;724002;000201;20101;01;07;00;07;  ;;;;;;;;;;;;;;;;;;;061500060000;000001C9;00000004;0009;01;57143C5D;000000000000;01;11AA;2BABBD87;5B108C88;73;629F2200;629F2200;00;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722E5D;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;0FB2995DCDBC2D6F3030
5;1;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108C88000E6B70;00FB2DA3;38C10004;724002;000201;20101;01;07;00;07;  ;;;;;;;;;;;;;;;;;;;700100030000;000001C9;00000002;0001;01;084DF652;000000000000;01;0C93;D97443B9;5B108C88;6F;2AFA070F;2AFA070F;00;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722E5E;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;49D7C48222E698163030
5;0;000000000000000000000000000000000000800003C0000180000000211F;5B108C89000658B9;00FB2DA4;        ;      ;      ;20101;  ;  ;  ;  ;05;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E5D;01;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;        ;008908A3;000005F0;000006CC;00000FFA;;;;;;;;;;;;;;;;;;;;;;F64CAD3B0FFC2E513030
5;1;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108C8A00025220;00FB2DA5;38C10005;724002;000201;20101;01;07;00;07;  ;;;;;;;;;;;;;;;;;;;061000060000;000001C9;00000004;0009;01;53841A2B;000000000000;01;0029;97BC13E6;5B108C8A;73;E3325048;E3325048;00;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722E5F;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;1979C1ACA53D66453030
5;1;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108C8A000322A6;00FB2DA6;38C10005;724002;000201;20101;01;07;00;07;  ;;;;;;;;;;;;;;;;;;;700100030000;000001C9;00000001;0001;01;0995E503;000000000000;01;07FD;7F436262;5B108C8A;73;21521566;21521566;00;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722E60;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;D4B9A90F3D7F066E3030
5;0;000000000000000000000000000000000000800003C0000180000000211F;5B108C89000DDDC4;00FB2DA7;        ;      ;      ;20101;  ;  ;  ;  ;04;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E5E;01;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;        ;008908A4;000005AA;00000708;000012E8;;;;;;;;;;;;;;;;;;;;;;19A35C0B1B9EF2C13030
5;0;000000000000000000000000000000000000800003C0000180000000211F;5B108C8A000DF155;00FB2DA8;        ;      ;      ;20101;  ;  ;  ;  ;05;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E5F;01;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;        ;008908A5;000006EA;000006F4;00000FC8;;;;;;;;;;;;;;;;;;;;;;016AB15A76F6117A3030
5;0;000000000000000000000000000000000000800003C0000180000000211F;5B108C8A000F1C86;00FB2DA9;        ;      ;      ;20101;  ;  ;  ;  ;03;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E60;01;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;        ;008908A6;00000780;000007BC;00001446;;;;;;;;;;;;;;;;;;;;;;1044299BA95405093030
9;10004;000000000000000000000000000000000000800003C07E0180000000211F;5B108C87000BE4F9;00FB2DAA;        ;      ;      ;20101;  ;  ;  ;  ;02;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E5C;01;        ;  ;        ;  ;        ;  ;        ;  ;35;074E4F2052454144000000;0343484C00000000640000;01284886;0F;89B9156F37E52943303083C28C98F499063830305C318B1B50EF16B23030CFE2F5096ED323BC3030000000000000000000000000000000000000000000000000000000000000;;;;;;;        ;008908A7;00000D98;00000A28;000028A0;;;;;;;;;;;;;;;;;;;;;;6EE4E9541186CD923030
5;1;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108C8C00022A6F;00FB2DAB;38C10006;724002;000201;20101;01;07;00;07;  ;;;;;;;;;;;;;;;;;;;730200030000;000001C9;00000003;0009;01;1282936F;000000000000;01;0D0A;00291458;5B108C8C;73;30DE569D;30DE569D;00;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722E61;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;213D71FFC38AFDFA3030
9;10000;000000000000000000000000000000000000800003C07E0000000000211F;5B108C8A0002C3F5;00FB2DAC;        ;      ;      ;20101;  ;  ;  ;  ;05;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;36;074E4F2052454144000000;0343484C00000000640000;01284887;0F;B7B403FFFE44BAB0303099408C5BD95822603030C1EFEFDFAB4643593030FC0C65B585D4550D3030000000000000000000000000000000000000000000000000000000000000;;;;;;;        ;008908A8;00000730;00000730;0000125C;;;;;;;;;;;;;;;;;;;;;;8F3486821D0FF8913030
5;0;000000000000000000000000000000000000800003C0000180000000211F;5B108C8D00009A73;00FB2DAD;        ;      ;      ;20101;  ;  ;  ;  ;05;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E61;01;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;        ;008908A9;000005D2;0000062C;00000EF6;;;;;;;;;;;;;;;;;;;;;;9D83C8F102FC4F253030
5;1;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108C8E00028FE6;00FB2DAE;38C10007;724002;000201;20101;01;07;00;07;  ;;;;;;;;;;;;;;;;;;;061000060000;000001C9;00000002;0005;01;637C0603;000000000000;01;01AA;75ECBED3;5B108C8E;6F;112DC95F;112DC95F;00;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722E62;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;AD4F2571C5295CDE3030
5;0;000000000000000000000000000000000000800003C0000180000000211F;5B108C8E000E9967;00FB2DAF;        ;      ;      ;20101;  ;  ;  ;  ;05;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E62;01;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;        ;008908AA;000005B4;0000071C;0000125C;;;;;;;;;;;;;;;;;;;;;;C247FCC3CDC5A15B3030
5;1;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108C8F000CE68E;00FB2DB0;38C10007;724002;000201;20101;01;07;00;07;  ;;;;;;;;;;;;;;;;;;;732700030000;000001C9;00000001;0001;01;16206473;000000000000;01;008E;D24102BB;5B108C8F;73;E280F5C3;E280F5C3;00;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722E63;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;7A5310937DAC9C943030
5;1;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108C8F000E22B4;00FB2DB1;38C10007;724002;000201;20101;01;07;00;07;  ;;;;;;;;;;;;;;;;;;;061500060000;000001C9;00000004;0009;01;56900925;000000000000;01;1F66;6024B87B;5B108C8F;73;F7464994;F7464994;00;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722E64;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;24EF3986648B1B853030
5;0;000000000000000000000000000000000000800003C0000180000000211F;5B108C900009EABC;00FB2DB2;        ;      ;      ;20101;  ;  ;  ;  ;05;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E63;01;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;        ;008908AB;00000758;00000776;0000132E;;;;;;;;;;;;;;;;;;;;;;FFAAB5F0F670A46D3030
5;0;000000000000000000000000000000000000800003C0000180000000211F;5B108C90000C6858;00FB2DB3;        ;      ;      ;20101;  ;  ;  ;  ;04;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E64;01;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;        ;008908AC;0000064A;000006D6;000010B8;;;;;;;;;;;;;;;;;;;;;;4B78797703E38ADC3030
5;1;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108C9100070521;00FB2DB4;38C10008;724002;000201;20101;01;07;00;07;  ;;;;;;;;;;;;;;;;;;;061500060000;000001C9;00000002;0005;01;67682966;000000000000;01;004B;73EAD7BC;5B108C91;6F;6B32EE62;6B32EE62;00;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722E65;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;FCF4311850B93EEC3030
9;10000;000000000000000000000000000000000000800003C07E0000000000211F;5B108C8F0006EDD8;00FB2DB5;        ;      ;      ;20101;  ;  ;  ;  ;04;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;37;074E4F2052454144000000;0343484C00000000640000;01284888;0F;9B54EFF82698B32E3030D3E597274E9D4BCD3030620010E2529D03073030F275322AE918DBE83030000000000000000000000000000000000000000000000000000000000000;;;;;;;        ;008908AD;000006A4;000006E0;000011C6;;;;;;;;;;;;;;;;;;;;;;B997CD171288F3EF3030
5;1;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108C9200060B1E;00FB2DB6;38C10009;724002;000201;20101;01;07;10;47;  ;;;;;;;;;;;;;;;;;;;061000060800;000001C9;00000004;0009;01;53582806;000000000000;46;0189;FFABC4A2;5B108C92;73;118D7315;118D7315;10;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722E66;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;9EAAB54DD505B7DC3030
5;0;000000000000000000000000000000000000800003C0000180000000211F;5B108C920003E141;00FB2DB7;        ;      ;      ;20101;  ;  ;  ;  ;05;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E65;01;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;        ;008908AE;00000708;00000762;00001446;;;;;;;;;;;;;;;;;;;;;;59C39A88417A782E3030
5;1;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108C930006E907;00FB2DB8;38C10009;724002;000201;20101;01;07;00;07;  ;;;;;;;;;;;;;;;;;;;732700030000;000001C9;00000001;0001;01;15C82865;000000000000;01;02D6;E082EA9C;5B108C93;73;BAE30EB0;BAE30EB0;00;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722E67;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;1233AE12E76A3E263030
5;2;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108B84000619BC;00FB2DB9;00000000;000000;000000;20101;00;00;00;00;  ;;;;;;;;;;;;;;;;;;;061500060000;000001C9;00000002;0005;01;00000000;000000000000;00;0000;00000000;5B108B84;6F;00000000;00000000;00;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722DE1;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;C67388DED15DE2B83030
9;10004;000000000000000000000000000000000000800003C07E0180000000211F;5B108B8500030291;00FB2DBA;        ;      ;      ;20101;  ;  ;  ;  ;05;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722DE1;01;        ;  ;        ;  ;        ;  ;        ;  ;38;074E4F2052454144000000;0343484C00000000640000;0128484E;0F;8CEFF4EF1636F8043030C9B2F6A31E3449D9303071472C0DB5EC5A883030216F3790C897DCA43030000000000000000000000000000000000000000000000000000000000000;;;;;;;        ;008908AF;00000F28;00000A28;00003520;;;;;;;;;;;;;;;;;;;;;;282754E7155E85863030
5;0;000000000000000000000000000000000000800003C0000180000000211F;5B108C940003C741;00FB2DBB;        ;      ;      ;20101;  ;  ;  ;  ;05;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E67;01;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;        ;008908B0;000005DC;000006EA;000011E4;;;;;;;;;;;;;;;;;;;;;;D507FEFD6321AEE63030
9;10004;000000000000000000000000000000000000800003C07E0180000000211F;5B108C930003C5CA;00FB2DBC;        ;      ;      ;20101;  ;  ;  ;  ;04;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E66;01;        ;  ;        ;  ;        ;  ;        ;  ;39;074E4F2052454144000000;0343484C00000000640000;01284889;0F;DAC88B70E75B955230300AC42DAED017BF8B3030C946A7E6C54227983030F36C20FD072145643030000000000000000000000000000000000000000000000000000000000000;;;;;;;        ;008908B1;00000DE8;00000A28;0000445C;;;;;;;;;;;;;;;;;;;;;;9F4A67EDDE464B533030
5;1;0000000000000000000000000000000000008000002000007FFF00001FFF;5B108C9A000B2B5A;00FB2DBD;38C1000D;724002;000201;20101;01;07;00;07;  ;;;;;;;;;;;;;;;;;;;061500060000;000001C9;00000002;0005;01;658C0F9B;000000000000;01;0601;B2905F33;5B108C9A;6F;24683FBD;24683FBD;00;        ;  ;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;00722E68;        ;        ;        ;        ;;;;;;;;;;;;;;;;;;;;;;505740EAD5DAC80C3030
5;0;000000000000000000000000000000000000800003C0000180000000211F;5B108C9B00089E91;00FB2DBE;        ;      ;      ;20101;  ;  ;  ;  ;05;;;;;;;;;;;;;;;;;;;            ;        ;        ;    ;  ;        ;            ;  ;    ;        ;        ;  ;        ;        ;  ;00722E68;01;        ;  ;        ;  ;        ;  ;        ;  ;                      ;                      ;                      ;        ;  ;                                                                                                                                            ;;;;;;;        ;008908B2;00000618;0000064A;00000F96;;;;;;;;;;;;;;;;;;;;;;6D756507602C13CE3030
