0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95
0500;1000000;;5b25a7c800000168;000000000000000fe418;;724001;139;13902;;;;3;1;;;;;;;;;;;;;;;;;;;061000060000;01c9;0002;0005;01;62442376;;46;0a3a;9bc191fd;06e0255b;73;        ;bb56f157;;                        ;  ;                        ;  ;                        ;  ;;;;;14;31.0;31.0;0000000000000fe41800;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9ae6;0000000000000000000fe418;00000dac;000008e8;00004916;00004916;;;;;;;;;;;;;;;;;;;;;cf68b42b7cfa682b0001
0500;1000000;;5b25a83b000000d7;000000000000000fe419;;724001;139;13902;;;;1;1;;;;;;;;;;;;;;;;;;;061500060000;01c9;0001;0005;01;7739cbf7;;01;05aa;ae72ea2c;7ae0255b;6f;        ;93393f68;;                        ;  ;                        ;  ;                        ;  ;;;;;15;31.0;31.0;0000000000000fe41900;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9ae7;0000000000000000000fe419;000005d2;00000762;000013b0;000013b0;;;;;;;;;;;;;;;;;;;;;f8d4d800c31da27e0001
0500;1000000;;5b25a862000001e0;000000000000000fe41a;;724001;139;13902;;;;1;1;;;;;;;;;;;;;;;;;;;061500060000;01c9;0001;0005;01;7719cc59;;01;011f;98c653c2;a2e0255b;6f;        ;946ee542;;                        ;  ;                        ;  ;                        ;  ;;;;;16;31.0;31.0;0000000000000fe41a00;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9ae8;0000000000000000000fe41a;000005f0;0000064a;00001112;00001112;;;;;;;;;;;;;;;;;;;;;71c37f78f0c661e60001
0500;1000000;;5b25a8d70000019c;000000000000000fe41b;;724001;139;13902;;;;1;1;;;;;;;;;;;;;;;;;;;061500060000;01c9;0001;0005;01;7755e50d;;01;02b5;178c7dd9;17e1255b;6f;        ;bffa518b;;                        ;  ;                        ;  ;                        ;  ;;;;;17;31.0;31.0;0000000000000fe41b00;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9ae9;0000000000000000000fe41b;0000060e;00000780;00001298;00001298;;;;;;;;;;;;;;;;;;;;;8b1a89cee51fd6aa0001
0500;1000000;;5b25a96600000066;000000000000000fe41c;;724001;139;13902;;;;1;1;;;;;;;;;;;;;;;;;;;061500060000;01c9;0001;0005;01;76cdcede;;01;02a8;971f977a;a5e1255b;6f;        ;0342db9d;;                        ;  ;                        ;  ;                        ;  ;;;;;18;31.0;31.0;0000000000000fe41c00;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9aea;0000000000000000000fe41c;000006a4;00000762;000011c6;000011c6;;;;;;;;;;;;;;;;;;;;;f451f48cdb1b98600001
0500;1000000;;5b25a97e0000006a;000000000000000fe41d;;724001;139;13902;;;;1;2;;;;;;;;;;;;;;;;;;;061500060000;01c9;0002;0005;01;67a82602;;01;0185;f52123db;bde1255b;73;        ;8f706a5b;;                        ;  ;                        ;  ;                        ;  ;;;;;19;31.0;31.0;0000000000000fe41d00;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9aeb;0000000000000000000fe41d;000005aa;00000744;000011b2;000011b2;;;;;;;;;;;;;;;;;;;;;06395b26e03986b40001
0500;1000000;;5b25a9c300000395;000000000000000fe41e;;724001;139;13902;;;;1;1;;;;;;;;;;;;;;;;;;;061500060000;01c9;0004;0009;01;5680288e;;01;0288;fdf5e4bb;03e2255b;73;        ;c934b3f8;;                        ;  ;                        ;  ;                        ;  ;;;;;20;31.0;31.0;0000000000000fe41e00;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9aec;0000000000000000000fe41e;000007d0;0000076c;000014b4;000014b4;;;;;;;;;;;;;;;;;;;;;038e0005e6a5c9a60001
0500;1000000;;5b25a9c90000028c;000000000000000fe41f;;724001;139;13902;;;;1;1;;;;;;;;;;;;;;;;;;;061000060000;01c9;0004;0009;01;53a40aa9;;01;0409;7648d735;09e2255b;73;        ;f9478ff3;;                        ;  ;                        ;  ;                        ;  ;;;;;21;31.0;31.0;0000000000000fe41f00;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9aed;0000000000000000000fe41f;000005be;0000071c;0000118a;0000118a;;;;;;;;;;;;;;;;;;;;;2fe983d253fb64990001
0500;1000000;;5b25aa1b00000269;000000000000000fe420;;724001;139;13902;;;;1;1;;;;;;;;;;;;;;;;;;;732700030000;01c9;0001;0001;01;14098f3c;;01;01ed;6e01ff81;5be2255b;6f;        ;a6502873;;                        ;  ;                        ;  ;                        ;  ;;;;;22;31.0;31.0;0000000000000fe42000;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9aee;0000000000000000000fe420;00000604;000006cc;0000111c;0000111c;;;;;;;;;;;;;;;;;;;;;b21bc47c99c2ef3e0001
0500;1000000;;5b25aa4f000001ca;000000000000000fe421;;724001;139;13902;;;;1;2;;;;;;;;;;;;;;;;;;;061500060000;01c9;0001;0005;01;770986ef;;01;0061;b6a6c8c4;8fe2255b;6f;        ;d2607675;;                        ;  ;                        ;  ;                        ;  ;;;;;23;31.0;31.0;0000000000000fe42100;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9aef;0000000000000000000fe421;00000622;00000514;00000d66;00000d66;;;;;;;;;;;;;;;;;;;;;2971d19afba4141a0001
0500;1000000;;5b25aa61000001a1;000000000000000fe422;;724001;139;13902;;;;1;1;;;;;;;;;;;;;;;;;;;061500060000;01c9;0001;0005;01;7709d9a0;;01;0107;0edfe5ac;a1e2255b;6f;        ;e7bf7ff6;;                        ;  ;                        ;  ;                        ;  ;;;;;24;31.0;31.0;0000000000000fe42200;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9af0;0000000000000000000fe422;000006ae;0000069a;00001414;00001414;;;;;;;;;;;;;;;;;;;;;6a755b1e764d79f80001
0500;1000000;;5b25aa690000030c;000000000000000fe423;;724001;139;13902;;;;1;1;;;;;;;;;;;;;;;;;;;061500060000;01c9;0004;0009;01;577c66f4;;01;024d;5fd51ea7;a9e2255b;73;        ;87a70903;;                        ;  ;                        ;  ;                        ;  ;;;;;25;31.0;31.0;0000000000000fe42300;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9af1;0000000000000000000fe423;000005e6;000006cc;00001180;00001180;;;;;;;;;;;;;;;;;;;;;8ddbf02f2ae747070001
0500;1000000;;5b25aa9800000062;000000000000000fe424;;724001;139;13902;;;;1;1;;;;;;;;;;;;;;;;;;;061500060000;01c9;0002;0005;01;667c366e;;01;0592;2dfb4b15;d7e2255b;73;        ;dc302437;;                        ;  ;                        ;  ;                        ;  ;;;;;26;31.0;31.0;0000000000000fe42400;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9af2;0000000000000000000fe424;000006ae;00000758;000012ca;000012ca;;;;;;;;;;;;;;;;;;;;;998e324a5729e1790001
0500;1000000;;5b25aab900000348;000000000000000fe425;;724001;139;13902;;;;1;1;;;;;;;;;;;;;;;;;;;732700030000;01c9;0001;0001;01;165117e8;;01;0458;2b312909;f9e2255b;6f;        ;13ddd14a;;                        ;  ;                        ;  ;                        ;  ;;;;;27;31.0;31.0;0000000000000fe42500;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9af3;0000000000000000000fe425;000005c8;0000073a;000012de;000012de;;;;;;;;;;;;;;;;;;;;;ff1a45e47d2b00a90001
0500;1000000;;5b25ab0f00000002;000000000000000fe426;;724001;139;13902;;;;1;1;;;;;;;;;;;;;;;;;;;730200030000;01c9;0001;0001;01;11ba9995;;01;0342;1a72c3e8;4ee3255b;6f;        ;e423b8d7;;                        ;  ;                        ;  ;                        ;  ;;;;;28;31.0;31.0;0000000000000fe42600;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9af4;0000000000000000000fe426;000005f0;00000730;00000f14;00000f14;;;;;;;;;;;;;;;;;;;;;284d1991f29dee810001
0500;1000000;;5b25ab8200000150;000000000000000fe427;;724001;139;13902;;;;1;1;;;;;;;;;;;;;;;;;;;061500060000;01c9;0001;0005;01;76cdc9b5;;01;0137;7934fd45;c1e3255b;6f;        ;cd6fc4a9;;                        ;  ;                        ;  ;                        ;  ;;;;;29;31.0;31.0;0000000000000fe42700;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9af5;0000000000000000000fe427;00000686;000006fe;00001194;00001194;;;;;;;;;;;;;;;;;;;;;8a457e648da931f60001
0500;1000000;;5b25ac1c0000018d;000000000000000fe428;;724001;139;13902;;;;1;1;;;;;;;;;;;;;;;;;;;732700030000;01c9;0001;0001;01;146dc50c;;01;049c;f2701354;5be4255b;6f;        ;d20cc148;;                        ;  ;                        ;  ;                        ;  ;;;;;30;31.0;31.0;0000000000000fe42800;00;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;;;;;;;0000000000000000000d9af6;0000000000000000000fe428;00000618;000006ea;000010d6;000010d6;;;;;;;;;;;;;;;;;;;;;6f76af32066b4e3e0001
